#time(s),GeodLatitude(degs),GeodLongitude(degs),GeodAltitude(m),alpha deg,beta(pitch)  deg,gamma(roll) deg
647.9,28.39488766,-60.30859914,35712.77828,145.0698265,27.90831078,43.12100463
648,28.39436507,-60.31100856,35711.98973,145.0755095,27.90714373,43.1236236
648.1,28.39384264,-60.31341773,35711.19915,145.0811783,27.90610637,43.12630698
648.2,28.39332039,-60.31582664,35710.4065,145.0868329,27.90519868,43.12905477
648.3,28.39279831,-60.31823529,35709.61178,145.0925867,27.90442067,43.13186698
648.4,28.3922764,-60.32064368,35708.81497,145.098213,27.90377233,43.13483248
648.5,28.39175466,-60.32305182,35708.01607,145.1039385,27.90325366,43.13777359
648.6,28.39123309,-60.3254597,35707.21507,145.1096992,27.9029295,43.14081133
648.7,28.3907117,-60.32786733,35706.41196,145.1153965,27.90267016,43.14379253
648.8,28.39019047,-60.3302747,35705.60673,145.1210797,27.9025405,43.14692708
648.9,28.38966942,-60.33268181,35704.79938,145.1268623,27.9025405,43.15012614
649,28.38914854,-60.33508867,35703.9899,145.1326308,27.90267016,43.15338975
649.1,28.38862782,-60.33749527,35703.17828,145.1384346,27.90299433,43.15675011
649.2,28.38810728,-60.33990161,35702.36453,145.1441258,27.90331849,43.16011068
649.3,28.38758691,-60.3423077,35701.54863,145.1499659,27.90383716,43.16347917
649.4,28.38706672,-60.34471353,35700.7306,145.155792,27.9044855,43.16700119
649.5,28.38654669,-60.3471191,35699.91042,145.1615548,27.90519868,43.17046677
649.6,28.38602683,-60.34952442,35699.08809,145.1673038,27.90604153,43.17408593
649.7,28.38550715,-60.35192948,35698.26363,145.1731524,27.90701406,43.17768092
649.8,28.38498763,-60.35433429,35697.43702,145.179002,27.9079866,43.18145403
649.9,28.38446829,-60.35673883,35696.60827,145.1848527,27.90895915,43.18531639
650,28.38394912,-60.35914313,35695.77737,145.1908178,27.9099317,43.18926801
650.1,28.38343011,-60.36154716,35694.94434,145.1967347,27.91083943,43.19327666
650.2,28.38291128,-60.36395094,35694.10917,145.2027019,27.911812,43.19731792
650.3,28.38239262,-60.36635446,35693.27185,145.2086702,27.91278459,43.20144848
650.4,28.38187413,-60.36875773,35692.43238,145.2145753,27.91382202,43.20552272
650.5,28.38135581,-60.37116074,35691.59078,145.2205951,27.91485946,43.20959734
650.6,28.38083766,-60.37356349,35690.74703,145.2265517,27.91596175,43.21379358
650.7,28.38031969,-60.37596598,35689.90113,145.2325094,27.91706405,43.21790124
650.8,28.37980188,-60.37836822,35689.05309,145.2385177,27.91823121,43.22204157
650.9,28.37928424,-60.38077021,35688.20291,145.244527,27.91939837,43.2262713
651,28.37876677,-60.38317193,35687.35058,145.2504237,27.92056556,43.23041244
651.1,28.37824948,-60.3855734,35686.49611,145.2564205,27.92186244,43.2346186
651.2,28.37773235,-60.38797461,35685.6395,145.2623542,27.92322418,43.23867948
651.3,28.3772154,-60.39037557,35684.78075,145.2682596,27.92484533,43.24269203
651.4,28.37669861,-60.39277627,35683.91987,145.2740873,27.92666104,43.24671299
651.5,28.37618199,-60.39517671,35683.05687,145.2799015,27.92860648,43.25071007
651.6,28.37566555,-60.3975769,35682.19175,145.2857519,27.9307465,43.25480467
651.7,28.37514927,-60.39997682,35681.32453,145.2915393,27.93295142,43.25884312
651.8,28.37463317,-60.4023765,35680.45521,145.297363,27.93535094,43.26289013
651.9,28.37411723,-60.40477591,35679.58381,145.3032231,27.93794508,43.2671239
652,28.37360147,-60.40717507,35678.71034,145.3091342,27.94060413,43.27130162
652.1,28.37308588,-60.40957397,35677.83482,145.3148685,27.94332811,43.27551238
652.2,28.37257045,-60.41197261,35676.95726,145.3207534,27.94624673,43.27991009
652.3,28.3720552,-60.414371,35676.07768,145.3266895,27.94923029,43.28425184
652.4,28.37154011,-60.41676913,35675.1961,145.3324985,27.95234366,43.28865918
652.5,28.3710252,-60.419167,35674.31252,145.3384729,27.95552199,43.29318884
652.6,28.37051046,-60.42156461,35673.42697,145.3443204,27.95883014,43.29778421
652.7,28.36999588,-60.42396197,35672.53947,145.3502192,27.96220326,43.30232376
652.8,28.36948148,-60.42635907,35671.65003,145.3561695,27.96564136,43.30698577
652.9,28.36896724,-60.42875591,35670.75868,145.3621071,27.96920931,43.31171365
653,28.36845318,-60.43115249,35669.86543,145.3680463,27.97277739,43.31644247
653.1,28.36793928,-60.43354882,35668.97031,145.3739729,27.97647533,43.32123724
653.2,28.36742556,-60.43594488,35668.07333,145.3798369,27.98023828,43.32606552
653.3,28.366912,-60.43834069,35667.17451,145.3858669,27.98406624,43.33092734
653.4,28.36639862,-60.44073624,35666.27389,145.3918344,27.98795923,43.33582274
653.5,28.3658854,-60.44313153,35665.37146,145.3977395,27.99191724,43.34075176
653.6,28.36537236,-60.44552657,35664.46727,145.4038106,27.99594028,43.34571443
653.7,28.36485948,-60.44792134,35663.56134,145.4096551,27.99996348,43.35076745
653.8,28.36434678,-60.45031586,35662.65367,145.4156658,28.00405172,43.35576495
653.9,28.36383424,-60.45271012,35661.7443,145.4216642,28.00826991,43.36082879
654,28.36332188,-60.45510412,35660.83326,145.4276145,28.01242336,43.36586121
654.1,28.36280968,-60.45749786,35659.92055,145.4336669,28.01670678,43.37104934
654.2,28.36229765,-60.45989134,35659.00622,145.4396069,28.02099037,43.37614941
654.3,28.36178579,-60.46228457,35658.09027,145.4455991,28.02533903,43.38128336
654.4,28.36127411,-60.46467753,35657.17274,145.4515932,28.02968787,43.38641856
654.5,28.36076259,-60.46707023,35656.25365,145.4575754,28.03416671,43.39162036
654.6,28.36025124,-60.46946268,35655.33303,145.4636238,28.03858082,43.39688011
654.7,28.35974006,-60.47185486,35654.41089,145.46961,28.04306003,43.40208452
654.8,28.35922905,-60.47424679,35653.48727,145.475534,28.04760435,43.40732295
654.9,28.35871821,-60.47663846,35652.56218,145.4815747,28.05214886,43.41256271
655,28.35820754,-60.47902986,35651.63566,145.4875029,28.05669356,43.41780381
655.1,28.35769704,-60.48142101,35650.70772,145.4935981,28.06130338,43.423079
655.2,28.35718671,-60.48381189,35649.7784,145.4995808,28.0659134,43.42835555
655.3,28.35667655,-60.48620252,35648.84772,145.5055379,28.07078335,43.43358577
655.4,28.35616656,-60.48859289,35647.91571,145.511341,28.07604315,43.43856706
655.5,28.35565673,-60.49098299,35646.9824,145.5170546,28.08162791,43.44335614
655.6,28.35514708,-60.49337284,35646.04782,145.5227935,28.08753768,43.44822145
655.7,28.35463759,-60.49576242,35645.11203,145.5283928,28.09370757,43.45304088
655.8,28.35412828,-60.49815174,35644.17505,145.5341969,28.10013762,43.45799351
655.9,28.35361913,-60.50054081,35643.23693,145.5397605,28.10669797,43.46292429
656,28.35311016,-60.50292961,35642.29772,145.5455294,28.11351855,43.46798857
656.1,28.35260135,-60.50531815,35641.35746,145.5512878,28.1204695,43.47321026
656.2,28.35209271,-60.50770642,35640.4162,145.5570221,28.12768078,43.47838677
656.3,28.35158425,-60.51009444,35639.47399,145.562682,28.13508746,43.48366438
656.4,28.35107595,-60.51248219,35638.53087,145.5684467,28.1426246,43.48901029
656.5,28.35056782,-60.51486968,35637.5869,145.5741372,28.15035723,43.49454719
656.6,28.35005986,-60.51725691,35636.64214,145.5798821,28.1581554,43.50003008
656.7,28.34955207,-60.51964388,35635.69662,145.585759,28.16582415,43.50589753
656.8,28.34904445,-60.52203058,35634.75041,145.5918456,28.17316847,43.51205052
656.9,28.348537,-60.52441702,35633.80354,145.5978473,28.1802533,43.51834277
657,28.34802972,-60.5268032,35632.85605,145.6039941,28.18707857,43.52477418
657.1,28.34752261,-60.52918911,35631.90799,145.6102725,28.19377426,43.53132122
657.2,28.34701567,-60.53157476,35630.95965,145.4935834,28.14983737,43.17640793
657.3,28.3465089,-60.53396014,35630.0122,145.2596359,27.82301967,42.40327553
657.4,28.34600233,-60.53634526,35629.06672,144.9559475,27.30099589,41.3488023
657.5,28.34549597,-60.5387301,35628.12401,144.6200651,26.64960164,40.120035
657.6,28.34498984,-60.54111467,35627.18467,144.2793737,25.91874079,38.79821988
657.7,28.34448396,-60.54349898,35626.24912,143.9525747,25.14585296,37.44373459
657.8,28.34397836,-60.54588302,35625.31763,143.650743,24.35914764,36.09977386
657.9,28.34347306,-60.5482668,35624.39035,143.3798406,23.57961633,34.79642982
658,28.34296809,-60.55065033,35623.46733,143.1420611,22.82234016,33.55391799
658.1,28.34246347,-60.55303359,35622.54852,142.9370813,22.09788121,32.38467069
658.2,28.34195922,-60.5554166,35621.63379,142.7628694,21.41318311,31.29584687
658.3,28.34145537,-60.55779936,35620.72295,142.6167545,20.77260801,30.2902786
658.4,28.34095192,-60.56018187,35619.81573,142.4955101,20.17819423,29.36810922
658.5,28.34044891,-60.56256413,35618.91183,142.3959626,19.63056063,28.52730881
658.6,28.33994634,-60.56494615,35618.01091,142.3150868,19.12917352,27.76443926
658.7,28.33944424,-60.56732792,35617.11263,142.2501286,18.6725408,27.07528929
658.8,28.3389426,-60.56970946,35616.21661,142.1984048,18.25863914,26.45506891
658.9,28.33844146,-60.57209075,35615.3225,142.1579047,17.8852119,25.89881039
659,28.33794081,-60.5744718,35614.42993,142.1267143,17.54964185,25.40127718
659.1,28.33744066,-60.57685262,35613.53855,142.1031874,17.24918558,24.95759875
659.2,28.33694104,-60.5792332,35612.64805,142.08591,16.98120572,24.56289718
659.3,28.33644193,-60.58161355,35611.75809,142.0739854,16.74298345,24.2125938
659.4,28.33594335,-60.58399366,35610.8684,142.0662456,16.53201157,23.90239265
659.5,28.33544531,-60.58637354,35609.97869,142.0620105,16.34574925,23.62826394
659.6,28.3349478,-60.58875319,35609.08872,142.0606924,16.18191605,23.38657282
659.7,28.33445084,-60.5911326,35608.19826,142.0618285,16.03836795,23.17389789
659.8,28.33395443,-60.59351179,35607.30711,142.0647959,15.91315349,22.9870763
659.9,28.33345857,-60.59589075,35606.41509,142.0695085,15.80433216,22.8234179
660,28.33296326,-60.59826947,35605.52202,142.0754281,15.7102105,22.68032724
660.1,28.3324685,-60.60064797,35604.62776,142.0824256,15.62933993,22.55554702
660.2,28.33197431,-60.60302623,35603.7322,142.0903764,15.56021763,22.44691787
660.3,28.33148068,-60.60540427,35602.83521,142.0990893,15.50164248,22.35273282
660.4,28.33098761,-60.60778208,35601.93669,142.1084856,15.45241651,22.27130892
660.5,28.3304951,-60.61015966,35601.03658,142.1183478,15.41146324,22.20112437
660.6,28.33000316,-60.61253702,35600.1348,142.1286486,15.37794581,22.14095557
660.7,28.32951178,-60.61491414,35599.23129,142.1392712,15.35102881,22.08952565
660.8,28.32902097,-60.61729103,35598.32601,142.1502556,15.3297591,22.04593797
660.9,28.32853073,-60.6196677,35597.41892,142.1616126,15.31336271,22.0093222
661,28.32804105,-60.62204414,35596.50999,142.173183,15.30112566,21.97869138
661.1,28.32755195,-60.62442035,35595.59919,142.1849903,15.29257203,21.95321669
661.2,28.32706341,-60.62679633,35594.6865,142.1969625,15.28722618,21.93226408
661.3,28.32657544,-60.62917208,35593.7719,142.2091463,15.28467211,21.91514391
661.4,28.32608804,-60.6315476,35592.85538,142.2214162,15.28455331,21.90136653
661.5,28.32560122,-60.6339229,35591.93694,142.2337649,15.28657281,21.89044977
661.6,28.32511496,-60.63629796,35591.01656,142.2462063,15.29049307,21.88211069
661.7,28.32462927,-60.6386728,35590.09424,142.2587886,15.2958984,21.87598322
661.8,28.32414415,-60.6410474,35589.16998,142.2713735,15.3026701,21.8717342
661.9,28.3236596,-60.64342178,35588.24379,142.2840722,15.3105707,21.86908161
662,28.32317562,-60.64579593,35587.31566,142.2968434,15.3194815,21.86788463
662.1,28.32269222,-60.64816984,35586.38561,142.309646,15.32928383,21.86781043
662.2,28.32220938,-60.65054353,35585.45363,142.3223836,15.3399778,21.86873132
662.3,28.32172711,-60.65291698,35584.51973,142.3351753,15.35162296,21.87039817
662.4,28.32124541,-60.65529021,35583.58393,142.3479461,15.36427891,21.872946
662.5,28.32076428,-60.6576632,35582.64624,142.3607308,15.37776754,21.87629164
662.6,28.32028372,-60.66003597,35581.70669,142.3735304,15.39208903,21.88043557
662.7,28.31980373,-60.6624085,35580.76529,142.3863034,15.40712469,21.88536521
662.8,28.31932431,-60.6647808,35579.82208,142.3990295,15.42281523,21.8909464
662.9,28.31884546,-60.66715287,35578.87707,142.4118281,15.43922024,21.89731438
663,28.31836718,-60.66952471,35577.9303,142.424615,15.45610211,21.90425111
663.1,28.31788947,-60.67189631,35576.98179,142.4375098,15.47352041,21.91176368
663.2,28.31741233,-60.67426768,35576.03158,142.4502967,15.49141583,21.91991005
663.3,28.31693576,-60.67663882,35575.0797,142.4631501,15.50972902,21.92842771
663.4,28.31645975,-60.67900973,35574.12619,142.4759516,15.52840064,21.93750273
663.5,28.31598432,-60.6813804,35573.17108,142.4888754,15.5473713,21.94693653
663.6,28.31550945,-60.68375084,35572.2144,142.5017484,15.56670058,21.95673615
663.7,28.31503515,-60.68612104,35571.2562,142.5146039,15.58621012,21.96681776
663.8,28.31456142,-60.68849102,35570.2965,142.5274855,15.60601896,21.97725916
663.9,28.31408826,-60.69086075,35569.33535,142.5403504,15.6260082,21.98798314
664,28.31361567,-60.69323025,35568.37278,142.5532967,15.64617789,21.99892577
664.1,28.31314365,-60.69559952,35567.40883,142.566205,15.66646858,22.01001636
664.2,28.31267219,-60.69796855,35566.44354,142.5790975,15.68693982,22.02132602
664.3,28.3122013,-60.70033735,35565.47695,142.5920285,15.70747264,22.03277724
664.4,28.31173098,-60.70270591,35564.50909,142.6050202,15.72812657,22.04444114
664.5,28.31126123,-60.70507423,35563.54002,142.6179528,15.74884214,22.05611843
664.6,28.31079204,-60.70744232,35562.56975,142.6308264,15.76961935,22.06793764
664.7,28.31032343,-60.70981017,35561.59834,142.6438373,15.79045823,22.0798989
664.8,28.30985538,-60.71217778,35560.62582,142.6567673,15.81129926,22.09186696
664.9,28.30938789,-60.71454515,35559.65223,142.6697366,15.83220198,22.10391296
665,28.30892097,-60.71691229,35558.67762,142.6826251,15.85310687,22.11596583
665.1,28.30845462,-60.71927919,35557.70201,142.6956291,15.87401393,22.12808988
665.2,28.30798884,-60.72164585,35556.72545,142.70853,15.89486358,22.14021395
665.3,28.30752362,-60.72401227,35555.74797,142.7215688,15.91577498,22.15241615
665.4,28.30705897,-60.72637846,35554.76962,142.7345042,15.93662896,22.16455405
665.5,28.30659488,-60.7287444,35553.79043,142.747457,15.95748511,22.17676321
665.6,28.30613136,-60.73111011,35552.81044,142.7604047,15.97828384,22.188908
665.7,28.3056684,-60.73347557,35551.82969,142.7733698,15.99908472,22.2010597
665.8,28.30520601,-60.7358408,35550.84821,142.7863295,16.01982816,22.21321132
665.9,28.30474419,-60.73820578,35549.86605,142.7993826,16.04051414,22.22529844
666,28.30428293,-60.74057053,35548.88324,142.8123317,16.06114265,22.2373854
666.1,28.30382223,-60.74293503,35547.89981,142.8252753,16.08171366,22.24947217
666.2,28.3033621,-60.74529929,35546.91581,142.8382133,16.10222717,22.26149427
666.3,28.30290254,-60.74766331,35545.93127,142.8512975,16.12256388,22.27356641
666.4,28.30244354,-60.75002709,35544.94622,142.864452,16.14200795,22.28592592
666.5,28.3019851,-60.75239062,35543.96069,142.8776599,16.16026088,22.29821457
666.6,28.30152722,-60.75475392,35542.9747,142.8910412,16.17738199,22.31018077
666.7,28.30106991,-60.75711697,35541.98825,142.9043967,16.19337099,22.32150121
666.8,28.30061317,-60.75947978,35541.00135,142.9178465,16.20828726,22.33198857
666.9,28.30015698,-60.76184234,35540.01399,142.9312904,16.22213058,22.34164194
667,28.29970136,-60.76420467,35539.02618,142.9447271,16.2349007,22.35039594
667.1,28.2992463,-60.76656675,35538.0379,142.9581484,16.24683615,22.35821385
667.2,28.2987918,-60.76892858,35537.04914,142.971537,16.25763835,22.36525281
667.3,28.29833786,-60.77129018,35536.05987,142.9849381,16.2674265,22.37139742
667.4,28.29788449,-60.77365153,35535.07008,142.9983506,16.27620043,22.3766471
667.5,28.29743167,-60.77601263,35534.07974,143.0117969,16.28401971,22.38100851
667.6,28.29697942,-60.7783735,35533.08882,143.0252001,16.29094391,22.38442387
667.7,28.29652772,-60.78073412,35532.09729,143.0385002,16.29733111,22.38693594
667.8,28.29607658,-60.78309449,35531.10511,143.0517006,16.3039573,22.38818605
667.9,28.29562601,-60.78545463,35530.11226,143.0646722,16.3110016,22.38877675
668,28.29517599,-60.78781452,35529.11873,143.0775611,16.31858347,22.38904527
668.1,28.29472653,-60.79017416,35528.12449,143.0904143,16.32682236,22.38926438
668.2,28.29427763,-60.79253357,35527.12954,143.1031855,16.33559896,22.38967805
668.3,28.29382929,-60.79489272,35526.13389,143.1159452,16.34509245,22.39043725
668.4,28.29338151,-60.79725164,35525.13752,143.1287234,16.35512382,22.39164969
668.5,28.29293429,-60.79961031,35524.14044,143.1414679,16.36581257,22.39333004
668.6,28.29248763,-60.80196873,35523.14266,143.1542555,16.37709909,22.39560053
668.7,28.29204152,-60.80432692,35522.14419,143.1669639,16.38892376,22.39832504
668.8,28.29159597,-60.80668485,35521.14504,143.1797927,16.40128669,22.40163304
668.9,28.29115099,-60.80904254,35520.14521,143.1925199,16.41412824,22.40551764
669,28.29070655,-60.81139999,35519.14472,143.2053219,16.42738878,22.40984266
669.1,28.29026268,-60.81375719,35518.1436,143.2181992,16.44106839,22.41467302
669.2,28.28981937,-60.81611415,35517.14184,143.231029,16.45510742,22.41993715
669.3,28.28937661,-60.81847085,35516.13948,143.2439115,16.46950595,22.42563532
669.4,28.28893441,-60.82082732,35515.13652,143.2568237,16.48420431,22.43176055
669.5,28.28849277,-60.82318353,35514.13299,143.2696422,16.49914281,22.43817651
669.6,28.28805169,-60.82553951,35513.12891,143.282591,16.51438127,22.44495541
669.7,28.28761116,-60.82789523,35512.12429,143.2955231,16.52980023,22.45195351
669.8,28.28717119,-60.83025071,35511.11915,143.3084387,16.54539973,22.45930035
669.9,28.28673178,-60.83260594,35510.11352,143.3214381,16.56117982,22.46680211
670,28.28629292,-60.83496092,35509.10742,143.3344216,16.57714054,22.47452362
670.1,28.28585462,-60.83731565,35508.10087,143.3473414,16.59316237,22.48245033
670.2,28.28541688,-60.83967014,35507.09389,143.3603458,16.60936491,22.49053241
670.3,28.28497969,-60.84202438,35506.08649,143.3733631,16.62556882,22.49874784
670.4,28.28454306,-60.84437837,35505.07871,143.3863412,16.64189369,22.50711148
670.5,28.28410699,-60.84673211,35504.07056,143.3993563,16.65827976,22.51555132
670.6,28.28367147,-60.8490856,35503.06207,143.4123083,16.67472705,22.52406741
670.7,28.28323651,-60.85143885,35502.05325,143.4253738,16.69117575,22.53271714
670.8,28.2828021,-60.85379184,35501.04414,143.4383521,16.70762586,22.54137104
670.9,28.28236825,-60.85614458,35500.03474,143.4513678,16.72413722,22.55010136
671,28.28193496,-60.85849708,35499.02509,143.4643967,16.74065001,22.5588359
671.1,28.28150221,-60.86084933,35498.01519,143.4774389,16.75716423,22.56763945
671.2,28.28107003,-60.86320132,35497.00509,143.4904944,16.77367988,22.57644726
671.3,28.2806384,-60.86555307,35495.99478,143.5035632,16.79019697,22.58532414
671.4,28.28020732,-60.86790456,35494.98431,143.5166453,16.8067155,22.59414047
671.5,28.2797768,-60.8702558,35493.97368,143.5296156,16.8231756,22.60301836
671.6,28.27934683,-60.87260679,35492.96292,143.5426753,16.83957728,22.61182813
671.7,28.27891741,-60.87495754,35491.95205,143.5557483,16.85598037,22.62064212
671.8,28.27848855,-60.87730802,35490.94108,143.5688099,16.87232502,22.62951764
671.9,28.27806024,-60.87965826,35489.93005,143.5819139,16.88825193,22.63853896
672,28.27763249,-60.88200825,35488.91896,143.5951135,16.9034017,22.64766035
672.1,28.27720529,-60.88435798,35487.90782,143.6084326,16.91783405,22.65656461
672.2,28.27677864,-60.88670746,35486.89664,143.6217444,16.9314889,22.66511387
672.3,28.27635255,-60.88905669,35485.88542,143.6350976,16.94448588,22.67319305
672.4,28.275927,-60.89140566,35484.87415,143.6483656,16.95676497,22.68072912
672.5,28.27550201,-60.89375439,35483.86283,143.6617496,16.96832601,22.68765668
672.6,28.27507757,-60.89610286,35482.85144,143.6749953,16.97928869,22.69399053
672.7,28.27465368,-60.89845108,35481.83998,143.6883042,16.9896529,22.69973028
672.8,28.27423035,-60.90079904,35480.82843,143.701626,16.99929873,22.70499011
672.9,28.27380756,-60.90314675,35479.81677,143.7148837,17.00828597,22.70964743
673,28.27338532,-60.90549421,35478.80498,143.7281779,17.01661453,22.7137019
673.1,28.27296364,-60.90784141,35477.79305,143.7414568,17.02440417,22.71716859
673.2,28.2725425,-60.91018836,35476.78093,143.7547199,17.03165481,22.72004723
673.3,28.27212192,-60.91253506,35475.76862,143.7678119,17.03896567,22.72215465
673.4,28.27170188,-60.91488151,35474.75609,143.7808079,17.04651652,22.72364375
673.5,28.27128239,-60.9172277,35473.74332,143.7937582,17.05442726,22.72485477
673.6,28.27086345,-60.91957363,35472.73029,143.8065867,17.06275788,22.72599038
673.7,28.27044506,-60.92191932,35471.71701,143.8194716,17.07144849,22.7272379
673.8,28.27002722,-60.92426475,35470.70345,143.8322353,17.08055908,22.72860513
673.9,28.26960993,-60.92660992,35469.68962,143.8450813,17.09008971,22.73028719
674,28.26919319,-60.92895484,35468.67552,143.8579084,17.10004045,22.73228422
674.1,28.26877699,-60.93129951,35467.66115,143.8706916,17.11035142,22.73465368
674.2,28.26836134,-60.93364392,35466.6465,143.8835332,17.12102267,22.73733075
674.3,28.26794624,-60.93598808,35465.63158,143.8964334,17.13205427,22.74038062
674.4,28.26753169,-60.93833199,35464.61639,143.9092657,17.14338632,22.74379573
674.5,28.26711769,-60.94067563,35463.60095,143.922132,17.15501889,22.74757628
674.6,28.26670423,-60.94301903,35462.58525,143.9351092,17.16689205,22.75171471
674.7,28.26629133,-60.94536217,35461.5693,143.9479938,17.17900585,22.75608113
674.8,28.26587897,-60.94770505,35460.55311,143.9608881,17.19136035,22.76080577
674.9,28.26546715,-60.95004768,35459.53669,143.9738942,17.2039556,22.76575875
675,28.26505589,-60.95239005,35458.52004,143.9868595,17.21667166,22.77092463
675.1,28.26464517,-60.95473216,35457.50318,143.9998096,17.22956856,22.77637638
675.2,28.26423499,-60.95707402,35456.48611,144.0128468,17.24264634,22.78198405
675.3,28.26382537,-60.95941562,35455.46884,144.0258437,17.25584504,22.787805
675.4,28.26341629,-60.96175697,35454.45139,144.0388768,17.26910468,22.79376643
675.5,28.26300776,-60.96409806,35453.43376,144.0518956,17.2825453,22.79988413
675.6,28.26259977,-60.96643889,35452.41596,144.0649251,17.29598689,22.80613464
675.7,28.26219233,-60.96877947,35451.39801,144.0779147,17.30954949,22.81246865
675.8,28.26178543,-60.97111978,35450.37991,144.0910433,17.32317311,22.81894348
675.9,28.26137908,-60.97345985,35449.36167,144.1040041,17.33685777,22.82549408
676,28.26097328,-60.97579965,35448.34331,144.1171042,17.35060347,22.8321205
676.1,28.26056802,-60.97813919,35447.32484,144.1302154,17.3643502,22.83881491
676.2,28.26016331,-60.98047848,35446.30626,144.1432612,17.378158,22.84558524
676.3,28.25975914,-60.98281751,35445.28759,144.1563182,17.39196684,22.85242362
676.4,28.25935551,-60.98515628,35444.26883,144.1694124,17.40583677,22.85927285
676.5,28.25895243,-60.98749479,35443.25001,144.1824917,17.4196477,22.86618225
676.6,28.2585499,-60.98983304,35442.23112,144.1956084,17.43351973,22.87310254
676.7,28.25814791,-60.99217104,35441.21219,144.2087363,17.44739282,22.8800258
676.8,28.25774646,-60.99450877,35440.19322,144.2217728,17.46126696,22.88701722
676.9,28.25734556,-60.99684625,35439.17422,144.2349233,17.47514216,22.89394641
677,28.2569452,-60.99918346,35438.1552,144.247956,17.48895834,22.9009358
677.1,28.25654538,-61.00152042,35437.13617,144.2611291,17.50283565,22.90793616
677.2,28.25614611,-61.00385711,35436.11715,144.2741843,17.51665394,22.91493149
677.3,28.25574738,-61.00619355,35435.09814,144.2873537,17.53047328,22.92199504
677.4,28.25534919,-61.00852973,35434.07915,144.3004815,17.54417349,22.92904552
677.5,28.25495154,-61.01086564,35433.0602,144.3136912,17.55733388,22.93628755
677.6,28.25455444,-61.0132013,35432.04128,144.3268793,17.56995433,22.94345993
677.7,28.25415788,-61.01553669,35431.0224,144.3402512,17.58203473,22.95036659
677.8,28.25376186,-61.01787182,35430.00355,144.3534972,17.59357497,22.95700721
677.9,28.25336639,-61.02020669,35428.98473,144.3668227,17.60457494,22.96325094
678,28.25297145,-61.0225413,35427.96593,144.3801507,17.61509467,22.96904023
678.1,28.25257706,-61.02487565,35426.94713,144.3934041,17.62519419,22.97438287
678.2,28.25218321,-61.02720974,35425.92833,144.406659,17.6348133,22.97933581
678.3,28.25178989,-61.02954357,35424.90951,144.4199148,17.64395194,22.98383347
678.4,28.25139712,-61.03187713,35423.89065,144.4331445,17.65254989,22.98793278
678.5,28.25100489,-61.03421044,35422.87173,144.446401,17.66072735,22.99158444
678.6,28.2506132,-61.03654348,35421.85274,144.4595806,17.66848425,22.99485357
678.7,28.25022204,-61.03887626,35420.83366,144.4727863,17.67582054,22.99760932
678.8,28.24983143,-61.04120878,35419.81445,144.4859182,17.68297672,22.99988406
678.9,28.24944136,-61.04354103,35418.7951,144.4989571,17.69037374,23.001604
679,28.24905182,-61.04587303,35417.77559,144.5119032,17.69801163,23.00309579
679.1,28.24866282,-61.04820476,35416.75591,144.5248872,17.70595058,23.00443294
679.2,28.24827437,-61.05053623,35415.73604,144.5377021,17.71419061,23.00581152
679.3,28.24788645,-61.05286744,35414.71597,144.5506589,17.72273177,23.0073623
679.4,28.24749906,-61.05519839,35413.69571,144.563474,17.73163427,23.00902821
679.5,28.24711222,-61.05752907,35412.67523,144.576301,17.74077782,23.01098907
679.6,28.24672591,-61.05985949,35411.65454,144.5891943,17.75028281,23.01326137
679.7,28.24634015,-61.06218965,35410.63363,144.6021272,17.76008911,23.01577171
679.8,28.24595492,-61.06451955,35409.61251,144.6149691,17.77013662,23.01857741
679.9,28.24557022,-61.06684918,35408.59117,144.6279551,17.78048554,23.02168682
680,28.24518607,-61.06917855,35407.56961,144.6408505,17.79107575,23.0250265
680.1,28.24480245,-61.07150766,35406.54784,144.6538363,17.80184713,23.02871916
680.2,28.24441937,-61.0738365,35405.52585,144.666836,17.81285988,23.03257699
680.3,28.24403682,-61.07616508,35404.50366,144.6798227,17.82405386,23.03672268
680.4,28.24365482,-61.07849339,35403.48125,144.6927691,17.83536892,23.04108274
680.5,28.24327334,-61.08082144,35402.45864,144.7058342,17.84692546,23.04567376
680.6,28.24289241,-61.08314923,35401.43583,144.7188595,17.85860316,23.05041397
680.7,28.24251201,-61.08547676,35400.41282,144.7319218,17.87034182,23.05536063
680.8,28.24213215,-61.08780401,35399.38962,144.744972,17.88226186,23.06046492
680.9,28.24175282,-61.09013101,35398.36623,144.7580871,17.89430313,23.0657187
681,28.24137403,-61.09245774,35397.34267,144.7711353,17.90640542,23.07104832
681.1,28.24099578,-61.0947842,35396.31892,144.784221,17.91856876,23.07658474
681.2,28.24061806,-61.0971104,35395.29501,144.7973445,17.93079315,23.08213166
681.3,28.24024087,-61.09943634,35394.27093,144.810429,17.94313883,23.08782838
681.4,28.23986422,-61.10176201,35393.24669,144.8235513,17.95554561,23.09360118
681.5,28.23948811,-61.10408741,35392.2223,144.836684,17.96795326,23.09950727
681.6,28.23911253,-61.10641255,35391.19776,144.8497502,17.98042201,23.10542406
681.7,28.23873748,-61.10873742,35390.17308,144.8629592,17.99295189,23.11141708
681.8,28.23836297,-61.11106203,35389.14827,144.876074,18.00548266,23.11747801
681.9,28.23798899,-61.11338637,35388.12333,144.8892271,18.01807457,23.12354975
682,28.23761555,-61.11571044,35387.09827,144.9023138,18.03072763,23.12969783
